Id,VideoId,Title,Description,PublishedAt,Duration,ViewCount,LikeCount,CommentCount,PrivacyStatus,EmbeddingStatus,EngagementRate,
24,8wEkVRtBmjs,Yazılım Kariyerine Başlangıç: İpuçları ve Tavsiyeler,"Bu videoda, yazılım dünyasına adım atmayı düşünenler ve kariyerine yeni başlayanlar için çok değerli ipuçları ve tavsiyeler sunuyoruz.Yazılım dünyasında iş arayışında nelere dikkat etmeli, hangi becerilere sahip olmalı ve iş görüşmelerinde nasıl öne çıkmalıyız gibi konuları samimi bir sohbet eşliğinde detaylı bir şekilde ele alıyoruz.

Ayrıca, tecrübesiz yazılımcıların karşılaştığı zorluklar ve bu zorlukları aşmak için uygulanabilecek stratejiler hakkında da konuşuyoruz. Hem eğitici hem de keyifli bir sohbet oldu!

Siz de sorularınızı sormak isterseniz, abonelerimize özel Discord sunucumuza katılmayı unutmayın. 
https://discord.com/invite/tkZBnuba8h

Abone olmayı unutmayın!",2024-05-31 07:00,00:22:25,741,36,11,public,Enabled,6.34,
25,0KGOze3B14Y,Hangi Programlama Dili?,"Yeni başlayanlar için yazılıma adım atmak gerçekten karmaşık bir seçenek yumağı olabilir. Hangi dilin seçilmesi gerektiği konusunda net bir fikir oluşturmak önemlidir. 
Bu videoda, yazılıma sıfırdan başlayacak olanlara hangi dilin en uygun olduğunu belirlemelerine yardımcı olacağız. Python, C#, C++ gibi popüler diller arasında bir seçim yaparken nelere dikkat etmek gerektiğini detaylıca ele alacağız. Ayrıca, yüksek seviye ve düşük seviye diller arasındaki farklar ve hangi dilin hangi kariyer hedeflerine daha uygun olduğunu göz önünde bulundurmak önemlidir. Algoritma geliştirme sürecinin ve bu sürecin yazılım projelerindeki öneminin altını çizeceğiz. İzleyicilere sabır, disiplin ve sürekli öğrenme üzerine tavsiyeler sunarak, yazılım dünyasına ilk adımlarını atmaya cesaret edenlere rehberlik edeceğiz. Unutmayın, yazılım dünyasına adım atmak için asla geç değildir!

Yazılım dünyasına dair merak ettiğiniz her şeyi bizimle paylaşabilirsiniz! Eğer sizin de aklınıza takılan sorular varsa, video altına yorum olarak yazmayı unutmayın. 

Bir sonraki videoda, daha fazla bilgi ve keyifli içeriklerle tekrar görüşmek üzere!

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-05-16 09:00,00:26:31,742,35,5,public,Enabled,5.39,
26,5oxLlsQfSAM,Yazılım Dünyasına Giriş: Soru Cevap Oturumu,"Merhaba arkadaşlar! Bu sefer soru cevap formatında karşınızdayız! Öğrencilerimizden gelen soruları titizlikle yanıtladık ve yazılıma yeni başlayanlar için kafa karışıklığını gidermeye çalıştık. 

00:33 Developer Nedir? 
03:00 Client ve Server Nedir?
04:35 Frontend ve Backend Nedir?
08:55 Herkesten Yazılımcı Olur mu?
17:42 Ne Kadar Sürede Yazılımcı Olunur?
24:27 Bir Yazılımcı Kaç Programlama Dili Bilmeli?

Gibi temel konuları ele aldık ve bu soruların cevaplarını sizinle paylaştık.

Yazılım dünyasına dair merak ettiğiniz her şeyi bizimle paylaşabilirsiniz! Eğer sizin de aklınıza takılan sorular varsa, video altına yorum olarak yazmayı unutmayın. 

Bir sonraki videoda, daha fazla bilgi ve keyifli içeriklerle tekrar görüşmek üzere!

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-04-23 13:15,00:30:50,633,30,14,public,Enabled,6.95,
27,ngpz4m1K9r4,Identity ile Cookie Based Authentication: Sıfırdan Kurulum Rehberi,"Bu video serisinde Authentication (Kimlik doğrulama) ve Authorization (Yetki) konularını ele alıyoruz. İlk olarak, Cookie Based Authentication yöntemine ve bunu Identity ile nasıl gerçekleştireceğimize odaklanıyoruz. 
Ardından, Identity sistemini sıfırdan kurmayı gösteriyoruz, böylece eski videolara başvurmadan kendi kimlik yönetimimizi oluşturabilirsiniz.Ders boyunca, CodeFirst ve Identity sistemini kurmak için gerekli adımları adım adım gösteriyoruz. 
Middleware tanımlamalarından, Entity ve Configuration oluşturmaya kadar her aşamayı detaylı olarak ele alıyoruz. Ayrıca, IEntity ve BaseEntity gibi temel arayüzleri ve sınıfları nasıl oluşturacağınızı da öğreniyorsunuz.

00:00 - Giriş
00:44 - Paketlerin Yüklenmesi
01:29 - Altyapının Oluşturulması
23:23 - Çerez Tanımlanması
27:05 - Veritabanı Tanımlanması
30:59 - Kimlik Doğrulama Nedir?
33:12 - Kontrolcü Oluşturulması
34:24 - Yetkilendirme Özniteliği
35:47 - Kayıt Eylemi
49:30 - Oturum Açma Eylemi
01:03:06 - Çerez Oluşturulması

Sorularınız veya daha fazla bilgiye ihtiyacınız varsa, çekinmeden yorumlarda paylaşın! Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-03-30 19:39,01:07:42,566,27,13,public,Enabled,7.7,
29,_H_D8f7ye6U,JWT Nedir ve .NET Core'da Nasıl Oluşturulur?,"JWT (JSON Web Token) kavramını detaylı bir şekilde ele aldık. JWT, bilgiyi güvenli bir şekilde belirli şifreleme standartları kullanarak taşıyan ve bu bilgiyi dijital olarak imzalayan bir yapıdır.

00:00 Giriş
01:28 Jwt kurulumu
03:15 Jwt servis entegrasyonu
10:00 Jwt oluşturma
19:19 Jwt test



Ardından, .NET Core API projemize JWT'nin nasıl entegre edileceğini adım adım gösterdik. Bu süreçte, JWT Bearer kütüphanesinin projeye eklenmesi, konfigürasyon ayarlarının yapılması ve JWT'nin doğrulanması gibi önemli adımları ele aldık.

Video boyunca, her adımı açıklayarak, JWT'nin nasıl kullanıldığını ve .NET Core API projelerinde nasıl entegre edildiğini detaylı bir şekilde inceledik. Bu sayede, JWT'nin API güvenliğinde nasıl etkili bir rol oynadığını anlama fırsatı bulduk.

Sorularınız veya daha fazla bilgiye ihtiyacınız varsa, çekinmeden yorumlarda paylaşın! 

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-03-23 09:00,00:20:01,691,54,8,public,Enabled,8.97,
30,qFGbenUDJyQ,".NET Core ""Dependency Injection"" Kullanımı","Bu videoda, dependency injection konseptini ele alıyoruz. Dependency injection'ın ne olduğunu, nasıl çalıştığını ve neden bu kadar önemli olduğunu birlikte keşfediyoruz. AddScope, AddTransient ve AddSingleton gibi dependency injection yöntemlerinin nasıl kullanıldığına dair pratik bilgiler de bu videoda yer alıyor.

00:00 Giriş
00:38 Dependency Inversion
03:20 Dependency Injection
14:45 AddScope, AddTransient, AddSingleton

Dependency injection'ın uygulama geliştirme sürecinde sağladığı esneklik, bakım kolaylığı ve test edilebilirlik gibi avantajlarına değiniyoruz. Özellikle, .NET Core platformunda dependency injection'ın nasıl kullanılabileceğini ele alıyor ve hangi durumlarda hangi injection yönteminin tercih edilmesi gerektiğini inceliyoruz.


Sorularınız veya daha fazla bilgiye ihtiyacınız varsa, çekinmeden yorumlarda paylaşın! 

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-03-16 17:30,00:17:31,731,51,27,public,Enabled,10.67,
53,KCSAPbfNG8w,5 - EF Core (.Net Core),"EFCore ile CodeFirst yöntemiyle veritabanı yaratılması : .Net Framework üzerinde kullandığımız Entity Framework'ten farklı olarak bu sistemimizde bir middleware tanımlaması ve Veritabanı ayarlamaları yapabilmek icin EntityTypeConfiguration class'ından ziyade IEntityTypeConfiguration interface'inden nasıl yararlanabiliriz birlikte bakacağız

Beğenmeyi, paylaşmayı ve abone olmayı unutmayın! Teşekkürler.

*Discord*
https://discord.com/invite/tkZBnuba8h",2023-05-04 17:30,00:30:20,784,28,10,public,Enabled,4.85,
31,6IlzbQRyO3k,ASP.NET Core Middleware: Nedir ve Nasıl Kullanılır?,"Bu videoda, ASP.NET Core'daki middleware kavramını detaylı bir şekilde ele aldık.Middleware aslında bir sistemdir ve hayatımıza .Net ile girmiş bir kavram değildir. Bu sistem, istemciler ve sunucular arasındaki ilişkiyi düzenler ve HTTP protokolüyle nasıl çalıştığını anlamamıza yardımcı olur.

Örneğin, istemci bir talepte bulunduğunda, bu talep sunucuya iletilir ve sunucu bir cevap döndürür. Ancak arada birçok işlem gerçekleşir ve bu işlemleri kontrol etmek, yetkilendirme yapmak gibi süreçler ""Middleware"" sistemi tarafından yönetilir.

Middleware, birçok teknolojide bulunan bir yapıdır ancak .NET Core'da daha modüler bir yapıya sahiptir. Bu yapı, sistemdeki işlemleri arayazılımlarla yönetmemize olanak tanır ve sarmal bir şekilde çalışır.

00:00 Giriş
00:58 Middleware Nedir?
06:47 Middleware Oluşturma
15:30 Middleware Test

Abone olmayı unutmayın!

Sorularınızı bekliyorum, görüşmek üzere!

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-03-09 09:00,00:20:08,777,38,11,public,Enabled,6.31,
33,jBMf7g7UPuY,Ntier Mimari'de Automapper Kullanımı,"Bu videoda, daha önce oluşturduğumuz Ntier Ecommerce projesine Automapper kütüphanesini nasıl entegre edeceğimizi adım adım göstereceğiz.

Automapper, yazılım geliştirme süreçlerinde veri eşleme işlemlerini kolaylaştıran ve hızlandıran bir kütüphanedir. .NET platformu için özel olarak geliştirilmiş olan bu kütüphane, bir nesne tipinin özelliklerini başka bir nesne tipine otomatik olarak eşleme yeteneği sunar. Bu da iki farklı nesne arasında veri transferini oldukça basitleştirir.

Biz de bu videoda, Ntier Ecommerce projesinde Automapper'ı nasıl kullanabileceğimizi örneklerle açıklayacağız. Automapper'ın sağladığı kolaylık ve verimlilik ile projemizi nasıl daha etkili hale getirebileceğimizi göreceğiz.

Unutmayın, herhangi bir sorunuz veya geri bildiriminiz varsa yorumlarda bizimle paylaşabilirsiniz. Keyifli izlemeler! 

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-02-05 15:00,00:14:19,809,40,8,public,Enabled,5.93,
34,ajqDr2JtzGk,AutoMapper ile Veri Eşleme,"Bu videoda, yazılım geliştirme süreçlerinde veri eşleme işlemlerini kolaylaştıran ve hızlandıran AutoMapper kütüphanesine odaklanacağız.

AutoMapper, .NET platformu için geliştirilmiş bir nesne eşleme kütüphanesidir. Bu kütüphane, bir nesne tipinin özelliklerini başka bir nesne tipine otomatik olarak eşleme yeteneği sağlar. Yani, iki farklı nesne arasındaki veri transferini kolaylaştırır.

Abone olmayı unutmayın!

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2024-01-22 15:00,00:15:45,993,52,5,public,Enabled,5.74,
36,IIltT8xqaiI,C# Asenkron ve Senkron Programlama,"Bu videoda, C# programlama dilinde asenkron ve senkron programlamanın temellerini ele aldık.. Visual Studio 2022 üzerinde Windows Form Application kullanarak adım adım ilerleyeceğiz.

Geri bildirimleriniz ve sorularınız her zaman değerlidir. 

Abone olmayı unutmayın!

Topluluğa Katıl: https://discord.com/invite/tkZBnuba8h",2023-12-17 14:06,00:21:03,1774,85,9,public,Enabled,5.30,
37,WPaW6qG6LvM,C# Action, Predicate ve Func İşlemleri,"C# programlama dilinde sıkça kullanılan ve güçlü işlevlere sahip olan Action, Predicate ve Func yapılarını keşfedeceğiz. Action ile nasıl belirli bir eylemi gerçekleştirebileceğinizi, Predicate ile koşullar belirleyerek elemanları filtreleyebileceğinizi ve Func ile değer döndürebileceğiniz fonksiyonları nasıl oluşturabileceğinizi adım adım öğreneceksiniz.

Geri bildirimleriniz ve sorularınız her zaman değerlidir. 

*Abone olmayı unutmayın!*

*Topluluğa Katıl:*https://discord.com/invite/tkZBnuba8h",2023-11-26 07:00,00:18:24,875,38,6,public,Enabled,5.3,
38,UJm6L33mTXI,C# Delegate İşlemleri - Temel Bilgiler ve Kullanım Örnekleri,"Bu video, C# programlama dilindeki delegate kavramını anlamanıza ve kullanmanıza yardımcı olacak. Delegate nedir, nasıl tanımlanır, nasıl kullanılır, hepsini bu videoda detaylı bir şekilde göreceksiniz.

C# programlama dilinde ""delegate"", başka bir metodu temsil eden bir türdür. Başka bir deyişle, bir delegate, metotların referansını tutabilen bir nesnedir. Bu, metotları parametre olarak iletebilmenizi, bir metodu bir değişkene atayabilmenizi ve bir metottan başka bir metoda geri çağrı yapabilmenizi sağlar.

Geri bildirimleriniz ve sorularınız her zaman değerlidir. İhtiyaç duyduğunuz konuları veya projeleri belirtmekten çekinmeyin.

*Topluluğa Katıl:*https://discord.com/invite/tkZBnuba8h",2023-11-19 07:00,00:18:06,1350,58,5,public,Enabled,4.67,
71,rIZUt64_RSc,Entity Framework-3 (CRUD) Update,Delete,"Crud, ""Create, Read, Update, Delete"" kelimelerinin baş harflerinden oluşan bir kısaltmadır. 
Create (Oluşturma): Veritabanına yeni bir veri ekleme işlemidir.
Read (Okuma): Veritabanında bulunan verileri okuma işlemidir.
Update (Güncelleme): Veritabanında bulunan verileri güncelleme işlemidir.
Delete (Silme): Veritabanında bulunan verileri silme işlemidir.

Discord sunucusu: https://discord.gg/tkZBnuba8h

-------------------------------------------------------------------------------------------------------------
web sitesi: https://softbreak.io
github: https://github.com/softbreak",2023-01-02 17:00,00:09:26,354,16,2,public,Enabled,5.8,
40,lmMWkF9cUVU,9-.NET ile Eticaret Projesi Ntier - Sepet İşlemleri,"Bu video, .NET ile Eticaret Projesi (Ntier) eğitim serisinin sonuna gelmiş bulunuyoruz. Serinin bu son videosunda, sepet işlemlerini ele alarak alışveriş sepeti metotlarını nasıl ekleyeceğinizi, yöneteceğinizi ve optimize edeceğinizi öğreneceksiniz.

.NET dünyası her gün gelişiyor ve biz de bu gelişmeleri takip ediyoruz. Bu nedenle, ilerleyen zamanlarda bu seriyi daha da zenginleştireceğiz. Yeni konular, özellikler ve projelerle karşınıza çıkmak için sabırsızlanıyoruz.

Geri bildirimleriniz ve sorularınız her zaman değerlidir. İhtiyaç duyduğunuz konuları veya projeleri belirtmekten çekinmeyin.


 *GitHub Proje Linki:*https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl:*https://discord.com/invite/tkZBnuba8h",2023-11-05 07:00,00:24:22,865,25,18,public,Enabled,4.97,
41,GAo-IU-007o,8-.NET ile Eticaret Projesi (Ntier) - WebAPI,"Bu dersimizde projeye WebAPI katmanını dahil ederek İstek (Request) ve Cevap (Response) modellerini tanımladık. AppUser nesnesinin WebAPI katmanına nasıl dahil edileceğini, Api isteklerini nasıl oluşturulacağını anlattık. Umarım faydalı olmuştur. Takip etmeyi unutmayın!

*Projeyi İndirin ve İzleyin:* https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl:* https://discord.com/invite/tkZBnuba8h

Sorularınız veya geri bildiriminiz varsa lütfen yorumlarda paylaşın!",2023-10-29 20:30,01:18:27,1124,30,15,public,Enabled,4.0,
42,sxIbfESjmGo,7 - .NET ile Eticaret Projesi (Ntier) - Dependency Resolvers,"Bu videoda, projemizin temel altyapısını oluşturmak için Dependency Resolvers'ı ele alacağız.
Dependency Resolvers, uygulamamızın farklı bileşenlerini bir araya getirirken, kodumuzun daha temiz ve yönetilebilir olmasına yardımcı olan önemli bir konsepttir. 
Videoda ayrıca, hangi Dependency Injection kütüphanelerini kullanabileceğinizi ve bu kütüphaneleri nasıl yapılandıracağınızı da göstereceğiz. Bu sayede, projenizin büyüdükçe daha fazla esneklik ve ölçeklenebilirlik elde edebileceksiniz.

*Projeyi İndirin ve İzleyin:*
https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl*
https://discord.com/invite/tkZBnuba8h

Sorularınız veya geri bildiriminiz varsa lütfen yorumlarda paylaşın!

Videoyu beğendiyseniz, abone olmayı ve bildirimleri açmayı unutmayın, böylece yeni içeriklerimizi kaçırmazsınız. 🚀",2023-09-24 12:57,00:12:06,645,20,9,public,Enabled,4.50,
43,Lv5XQLTH7QY,6 - .NET ile Eticaret Projesi (Ntier) -  Business Logic Layer,"Bu videoda, .NET kullanarak geliştirdiğimiz E-Ticaret Projesi'nin Business Logic Layer (İş Mantığı Katmanı) üzerine odaklanıyoruz. Proje, gelişmiş e-ticaret özellikleri sunan bir N-tier (katmanlı) uygulama olarak tasarlandı.

*Projeyi İndirin ve İzleyin:*
https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl*
https://discord.com/invite/tkZBnuba8h

Sorularınız veya geri bildiriminiz varsa lütfen yorumlarda paylaşın!

Videoyu beğendiyseniz, abone olmayı ve bildirimleri açmayı unutmayın, böylece yeni içeriklerimizi kaçırmazsınız. 🚀",2023-09-17 12:00,00:36:41,784,23,10,public,Enabled,4.21,
9,P1rZTAjywYc,Bölüm 7: Onion Mimari Infrastructure Katmanı ve IOC Yönetim | C# Eğitimi,"🔗 GitHub Proje Linki: https://github.com/softbreak/Softbreak.OnionArch

Bu bölümde, Onion Mimari kapsamında Infrastructure katmanını tasarlamaya ve IOC (Inversion of Control) Container'ı yönetmeye odaklanıyoruz. Bağımlılıkların gevşetilmesi için Dependency Injection prensiplerinin nasıl kullanılacağı ve Static Extension Methods ile projeye esneklik kazandırmanın yolları detaylı bir şekilde ele alınıyor. Ayrıca, DbContext tanımları, Connection String yönetimi ve IOC Container'a bağımlılık ekleme süreçleri pratik örneklerle gösteriliyor.

Serinin önceki bölümlerindeki bilgilerle birlikte altyapıyı sağlam bir şekilde oluşturmak isteyenler için kaçırılmayacak bir rehber!


🎉 Youngling Üyelik Seviyesi!
Yazılım dünyasında bir adım öne geçmek ister misiniz? Youngling seviyesine katılarak şu özel avantajlardan yararlanabilirsiniz:

📹 Sadece üyeler için hazırlanmış özel eğitim videoları.
💬 Yazılım topluluğumuzla daha yakın bir iletişim fırsatı.
🚀 Size özel içerik önerileri ve projeler.
✨ Üye olun ve yazılım kariyerinizde bir fark yaratın!

👉 Üyelik bağlantısı: https://www.youtube.com/channel/UCzdLcari9TIx-rtWzDNXvdQ/join",2025-01-18 11:00,00:38:35,372,12,6,public,Enabled,4.84,
44,Md-jdha2d3M,5 - .NET ile Eticaret Projesi (Ntier) -  Repository Pattern,"Bu dersimizde projenin temelini oluşturan önemli tasarım desenlerinden biri olan ""Repository Pattern"" ile tanışacaksınız. Repository Pattern, yazılım geliştirme sürecinde veritabanı işlemlerini daha düzenli ve yönetilebilir hale getirmek için kullanılan bir yapıdır. Bu desen sayesinde, veritabanıyla iletişim kurma karmaşıklığı uygulama kodundan ayrı bir katmana taşınır. Yani, kodunuz veritabanı işlemleri ile dolu değil, bunun yerine bu işlemleri yöneten bir ""Repository"" katmanı bulunur.

*Projeyi İndirin ve İzleyin:*
https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl*
https://discord.com/invite/tkZBnuba8h

Sorularınız veya geri bildiriminiz varsa lütfen yorumlarda paylaşın!

Videoyu beğendiyseniz, abone olmayı ve bildirimleri açmayı unutmayın, böylece yeni içeriklerimizi kaçırmazsınız. 🚀",2023-08-25 18:20,00:36:51,921,31,11,public,Enabled,4.56,
46,yz2bNrDeBr0,3 - .NET ile Eticaret Projesi (Ntier) - Veri Erişim Katmanı (DAL),"Bu eğitim videosunda, .NET platformunda Ntier mimarisiyle eticaret projesinin Veri Erişim Katmanı (Data Access Layer) oluşturma sürecini ayrıntılı bir şekilde ele alıyoruz. Veri Erişim Katmanı, eticaret projemizin veritabanı işlemlerini yöneteceğimiz önemli bir bileşendir ve bu videoda nasıl oluşturulacağını adım adım öğrenceğiz.

*Projeyi İndirin ve İzleyin:*
https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl*
https://discord.com/invite/tkZBnuba8h

Sorularınız veya geri bildiriminiz varsa lütfen yorumlarda paylaşın!

Videoyu beğendiyseniz, abone olmayı ve bildirimleri açmayı unutmayın, böylece yeni içeriklerimizi kaçırmazsınız. 🚀",2023-08-06 16:00,00:12:22,814,20,2,public,Enabled,2.70,
48,9lA9_ebx9OE,2 - .NET ile Eticaret Projesi (Ntier) - Proje Oluşturma ve Entitylerin Tanımlanması,"Bu eğitim videosunda, .NET platformunda C# programlama dilini kullanarak Ntier mimarisiyle eticaret projesi geliştirmeye devam ediyoruz. İkinci adımda, eticaret projesini başlatmak için Visual Studio'da yeni bir proje oluşturma işlemlerini adım adım göstereceğiz. Aynı zamanda, projenin temel yapı taşlarından olan ""Entity""lerin tanımlanması sürecine de değineceğiz.

Eğitim serimizin geri kalanında, proje geliştirmenin ileri seviye adımlarını ele alacak ve eticaret dünyasında başarılı projeler oluşturmanıza yardımcı olacağız. 

*Projeyi İndirin ve İzleyin:*
https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl*
https://discord.com/invite/tkZBnuba8h

Sorularınız veya geri bildiriminiz varsa lütfen yorumlarda paylaşın!

Videoyu beğendiyseniz, abone olmayı ve bildirimleri açmayı unutmayın, böylece yeni içeriklerimizi kaçırmazsınız. 🚀",2023-08-06 16:00,00:14:40,1165,25,6,public,Enabled,2.66,
49,a43IF4ZkiWw,4 - .NET ile Eticaret Projesi (Ntier) - Context Sınıfı,"Bu eğitim videosunda, .NET platformunda Ntier mimarisiyle eticaret projesinde Context sınıfını yönetmeyi detaylı bir şekilde öğreniyoruz. Context sınıfı, veritabanı işlemlerini yönetmek için kullanılan önemli bir bileşendir. Bu videoda, Context sınıfının nasıl oluşturulacağı, yapılandırılacağı ve veri tabanı işlemlerine nasıl entegre edileceği konularını ele alıyoruz.

*Projeyi İndirin ve İzleyin:*
https://github.com/softbreak/SoftbreakEcommerceProject

*Topluluğa Katıl*
https://discord.com/invite/tkZBnuba8h

Sorularınız veya geri bildiriminiz varsa lütfen yorumlarda paylaşın!

Videoyu beğendiyseniz, abone olmayı ve bildirimleri açmayı unutmayın, böylece yeni içeriklerimizi kaçırmazsınız. 🚀",2023-08-06 16:00,00:07:21,650,17,0,public,Enabled,2.62,
50,G3xuP8bKZIs,.NET ile Identity Özelleştirmesi ve Veritabanı Ayarları,"Bu dersimizde, .NET kullanarak Identity Özelleştirmesi ve veritabanı ayarları'nın nasıl yapılacağını öğreneceksiniz. Videoda, projenin oluşturulması, klasörlerin yapılandırılması, gerekli kütüphanelerin kurulumu ve Identity sistemi üzerindeki özelleştirmeler gibi işlemleri adım adım göreceksiniz.

IdentityUser ve IdentityRole sınıflarının nasıl özelleştirileceğini öğrenirken, kullanıcı profil, ürün, kategori, sipariş ve sipariş detay sınıflarını nasıl oluşturacağınızı keşfedeceksiniz. Ayrıca, Configuration sınıfıyla veritabanı ayarlarını yapılandıracak ve middleware ayarlarını yaparak uygulamanızı yönetebileceksiniz. 

01:15 Giriş
01:41 Proje oluşturma
02:33 Klasörlerin Oluşturulması
04:38 Kütüphanelerin kurulması
09:08 IEntity ve BaseEntity
14:14 IdentityUser Özelleştirme
16:36 IdentityRole Özelleştirme
20:08 IdentityUserRole Özelleştirme
21:00 Kullanıcı profil sınıfı
21:21 Ürün sınıfı
22:03 Kategori sınıfı
23:07 Sipariş sınıfı
24:17 Sipariş detay sınıfı
39:39 Configuration sınıfı
44:31 Context sınıfı
48:01 Middleware ayarı
49:30 Veritabanı oluşturma

Beğenmeyi, paylaşmayı ve abone olmayı unutmayın! Teşekkürler.


Discord
https://discord.com/invite/tkZBnuba8h",2023-07-14 11:03,00:49:50,2084,32,12,public,Enabled,2.11,
51,CUD0lrlml1I,1-.Net Core Identity (Introduction),"Merhaba arkadaşlar! Bu videoda sizlere .NET Core Identity kütüphanesi hakkında temel bir giriş yapacağız. .NET Core Identity, ASP.NET Core uygulamalarında kullanıcı kimlik doğrulama ve yetkilendirme işlevlerini kolayca entegre etmemizi sağlayan güçlü bir kütüphanedir.

Bu videoda, .NET Core Identity'nin ne olduğunu, nasıl kullanıldığını ve hangi faydaları sunduğunu detaylı bir şekilde göreceğiz. Kullanıcı kaydı, oturum açma, rol yönetimi gibi temel yetenekleri nasıl uygulayabileceğimizi adım adım öğreneceğiz.

Ayrıca, .NET Core Identity'nin nasıl yapılandırılacağını, kullanıcıları ve rolleri nasıl veritabanında depolayabileceğimizi ve farklı kimlik doğrulama yöntemlerini nasıl entegre edebileceğimizi de göstereceğim.

Unutmayın, bu seri .NET Core Identity'nin temellerini ele alacak ve daha ileri seviye konuları da kapsayacak. 

Beğenmeyi, paylaşmayı ve abone olmayı unutmayın! Teşekkürler.

*Discord*
https://discord.com/invite/tkZBnuba8h",2023-06-04 15:00,00:17:08,911,48,10,public,Enabled,6.37,
55,lwQJW6JezSU,3 - Data Transfer (.Net Core),"DataTransfer nesneleri MVC platformunda verileri Action'dan View'a ve Action'dan Action'a transfer etmemize yarar. İlkel tip ve ilkel tip gibi davranan tiplerde Model'i kullanmaktansa bu nesneleri kullanarak veri transfleri yapmak bizim daha hızlı bir şekilde ve Model'in gücünü harcamadan kullanıcılara veya baska Action'lara istediğimiz veri göndermemizi saglar

Beğenmeyi, paylaşmayı ve abone olmayı unutmayın! Teşekkürler.

*Discord*
https://discord.com/invite/tkZBnuba8h",2023-04-14 19:00,00:23:06,785,48,5,public,Enabled,6.75,
56,u8M9hxehFDQ,2 - Proje Oluşturma  (.Net Core),"Bu dersimizde Asp.net core ile sıfırdan bir proje nasıl oluşturulduğunu, proje oluştururken nelere dikkat edileceğini, middleware katmanını hangi class'a  dahil edileceğini basit bir şekilde anlattık. Sorularınızı dilerseniz yorum alanında dilerseniz de discord kanalımızda paylaşabilirsiniz.


Beğenmeyi, paylaşmayı ve abone olmayı unutmayın! Teşekkürler.

*Discord*
https://discord.com/invite/tkZBnuba8h",2023-04-07 18:00,00:19:23,1003,48,16,public,Enabled,6.38,
57,kWAczSL54Fk,1-Başlangıç (.Net Core),"NET Core, Microsoft tarafından geliştirilen, açık kaynaklı ve platform bağımsız bir yazılım geliştirme çerçevesidir. .NET Core, .NET Framework'ün birçok özelliğini içerir ve Windows, Linux ve macOS gibi farklı işletim sistemlerinde çalışabilir.

.NET Core Middleware, HTTP isteklerini işlemek ve yanıtlamak için ara katmanlardır. Her bir middleware, gelen HTTP isteği ve yanıtı değiştirebilir veya geçersiz kılabilecek kod içerebilir.

.NET Core, gelen HTTP isteklerini işlemek ve yanıtlamak için bir pipeline (boru hattı) mekanizması kullanır. Bu pipeline, middleware'ların birbirleriyle bağlantılı olduğu bir zincirdir.

Beğenmeyi, paylaşmayı ve abone olmayı unutmayın! Teşekkürler.

*Discord*
https://discord.com/invite/tkZBnuba8h",2023-03-31 19:34,00:08:13,3190,86,9,public,Enabled,2.98,
58,LktRbTXPok0,2-Mvc CRUD (.Net Framework),"Bu video, .NET Framework MVC ile uygulama geliştirme konusunda yeniyseniz veya temel bilgilerinizi pekiştirmek istiyorsanız sizin için ideal bir kaynak olabilir. 

.NET Framework MVC kullanarak CRUD (create, read, update, delete) işlemlerinin nasıl yapıldığını öğreniyoruz. Bu işlemler, bir veritabanı tablosundaki verileri eklemek, okumak, güncellemek ve silmek için kullanılır. Videoyu izleyerek, .NET Framework MVC'nin temel prensiplerini öğrenecek ve CRUD işlemlerini nasıl uygulayacağınızı adım adım öğreneceksiniz. 

Discord sunucusu: https://discord.gg/tkZBnuba8h

-------------------------------------------------------------------------------------------------------------
web sitesi: https://softbreak.io
github: https://github.com/softbreak",2023-03-24 17:00,00:25:21,723,23,6,public,Enabled,4.1,
